,index,carID,brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
6217,3545,15739,merc, GL Class,2016,Semi-Auto,29810,Diesel,325.0,36.2,3.0,33037
6218,3546,15015,skoda, Kamiq,2019,Automatic,45,Petrol,145.0,43.5,1.5,21995
6219,3547,18606,hyundi, Santa Fe,2019,Semi-Auto,1567,Diesel,145.0,39.8,2.2,29995
6220,3548,16846,vauxhall, GTC,2017,Manual,18927,Diesel,30.0,64.2,1.6,10830
6221,3549,16785,bmw, X4,2019,Semi-Auto,3253,Petrol,145.0,26.9,3.0,44000
6222,3550,18394,vw, Jetta,2017,Automatic,11500,Diesel,145.0,67.3,2.0,11999
6223,3551,15266,ford, Grand C-MAX,2016,Manual,77710,Diesel,30.0,64.2,1.5,8749
6224,3552,14896,ford, Grand C-MAX,2016,Manual,16746,Petrol,30.0,54.3,1.0,10240
6225,3553,13590,skoda, Kamiq,2020,Semi-Auto,10,Petrol,150.0,43.5,1.5,23000
6226,3554,16966,vw, Arteon,2019,Manual,10,Diesel,150.0,52.3,2.0,27998
6227,3555,15403,merc, M Class,2013,Automatic,80000,Diesel,200.0,44.8,2.1,16000
6228,3556,17936,ford, KA,2016,Manual,23511,Petrol,30.0,57.7,1.2,6084
6229,3557,16661,merc, CLA Class,2019,Automatic,13500,Diesel,145.0,51.4,2.1,25744
6230,3558,16436,ford, Tourneo Custom,2017,Manual,26514,Diesel,200.0,44.8,2.0,20000
6231,3559,12204,skoda, Yeti,2017,Manual,53033,Diesel,30.0,62.8,2.0,9999
6232,3560,12727,merc, GL Class,2018,Automatic,8291,Diesel,145.0,56.5,2.1,27699
6233,3561,17355,toyota, Prius,2015,Automatic,32314,Hybrid,0.0,72.4,1.8,15499
6234,3562,18500,bmw, M4,2019,Semi-Auto,4931,Petrol,150.0,34.0,3.0,44950
6235,3563,15660,vw, CC,2015,Semi-Auto,30484,Diesel,125.0,56.5,2.0,13892
6236,3564,14604,merc, CLS Class,2018,Semi-Auto,24315,Diesel,145.0,57.7,2.1,23995
6237,3565,12128,toyota, Prius,2017,Automatic,37071,Hybrid,135.0,85.6,1.8,17498
6238,3566,14809,hyundi, IX20,2018,Manual,10720,Petrol,145.0,50.4,1.4,12495
6239,3567,18614,hyundi, Santa Fe,2018,Semi-Auto,19935,Diesel,145.0,39.2,2.2,29000
6240,3568,12157,vw, Scirocco,2014,Manual,46806,Diesel,30.0,62.8,2.0,10000
6241,3569,16071,skoda, Scala,2020,Manual,100,Petrol,150.0,49.6,1.0,17990
6242,3570,12044,bmw, 7 Series,2016,Semi-Auto,23600,Petrol,200.0,41.5,3.0,23995
6243,3571,13281,ford, Grand Tourneo Connect,2017,Manual,19483,Diesel,30.0,64.2,1.5,13500
6244,3572,14942,vw, Arteon,2018,Semi-Auto,7800,Diesel,145.0,60.1,2.0,24885
6245,3573,14168,merc, CLS Class,2018,Semi-Auto,12078,Diesel,145.0,47.9,2.9,41349
6246,3574,16517,vauxhall, GTC,2017,Manual,15630,Petrol,145.0,47.1,1.4,10998
6247,3575,19254,bmw, X4,2015,Automatic,59016,Diesel,145.0,54.3,2.0,17000
6248,3576,16560,vw, Shuttle,2016,Manual,20074,Diesel,200.0,47.1,2.0,16998
6249,3577,16859,merc, CLS Class,2019,Semi-Auto,7937,Diesel,145.0,48.7,2.9,38899
6250,3578,12085,merc, S Class,2017,Semi-Auto,32979,Hybrid,135.0,100.9,3.0,45599
6251,3579,13980,vw, Caddy Life,2019,Automatic,3000,Diesel,145.0,47.9,2.0,19995
6252,3580,12793,ford, Galaxy,2019,Manual,16448,Diesel,145.0,55.4,2.0,24999
6253,3581,16189,skoda, Yeti,2017,Semi-Auto,8809,Petrol,150.0,51.4,1.2,14440
6254,3582,12218,bmw, M2,2020,Semi-Auto,15,Petrol,150.0,29.1,3.0,42999
6255,3583,18343,audi, S3,2016,Semi-Auto,22445,Petrol,160.0,43.5,2.0,22745
6256,3584,13083,merc, V Class,2015,Automatic,49000,Diesel,235.0,44.8,2.2,26950
6257,3585,17289,hyundi, IX35,2014,Manual,44016,Diesel,145.0,53.3,1.7,8499
6258,3586,17239,skoda, Rapid,2015,Manual,37500,Diesel,30.0,64.2,1.6,8290
6259,3587,15761,merc, CLS Class,2019,Automatic,11704,Diesel,145.0,48.7,2.9,33400
6260,3588,13324,skoda, Yeti,2016,Manual,13383,Diesel,30.0,62.8,2.0,12450
6261,3589,14535,merc, X-CLASS,2017,Automatic,15270,Diesel,265.0,35.8,2.3,23950
6262,3590,18301,skoda, Scala,2019,Manual,2083,Petrol,145.0,49.6,1.0,17890
6263,3591,19281,bmw, X7,2019,Automatic,8574,Diesel,145.0,33.6,3.0,65520
6264,3592,13770,skoda, Rapid,2013,Manual,99000,Diesel,30.0,64.2,1.6,4495
6265,3593,14649,audi, S4,2020,Automatic,1500,Diesel,145.0,39.2,3.0,45888
6266,3594,15572,vw, Tiguan Allspace,2020,Semi-Auto,2500,Petrol,145.0,30.7,2.0,35490
6267,3595,18581,ford, Tourneo Custom,2017,Manual,14000,Diesel,200.0,44.8,2.0,19995
6268,3596,14413,ford, Galaxy,2018,Manual,31766,Diesel,145.0,56.5,2.0,16990
6269,3597,16024,toyota, Avensis,2014,Semi-Auto,15000,Petrol,205.0,42.8,1.8,9130
6270,3598,13353,ford, Galaxy,2016,Manual,37000,Diesel,125.0,56.5,2.0,17495
6271,3599,16694,bmw, 7 Series,2017,Automatic,11297,Petrol,145.0,22.1,6.6,57000
6272,3600,19083,merc, M Class,2013,Semi-Auto,57367,Diesel,200.0,44.8,2.1,16300
6273,3601,12497,ford, KA,2015,Manual,29444,Petrol,30.0,57.7,1.2,5995
6274,3602,17397,merc, V Class,2019,Automatic,8251,Diesel,145.0,36.2,2.0,49995
6275,3603,17862,bmw, M4,2015,Manual,27489,Petrol,325.0,31.0,3.0,27590
6276,3604,14877,bmw, 7 Series,2015,Automatic,65218,Diesel,145.0,54.3,3.0,23499
6277,3605,16561,toyota, Prius,2016,Automatic,31717,Hybrid,0.0,94.1,1.8,16950
6278,3606,15720,skoda, Rapid,2018,Manual,13846,Petrol,145.0,61.4,1.0,8895
6279,3607,18537,hyundi, Santa Fe,2019,Automatic,4000,Diesel,145.0,42.8,2.2,31441
6280,3608,19113,skoda, Scala,2019,Semi-Auto,2708,Petrol,145.0,45.6,1.5,17490
6281,3609,15650,hyundi, IX20,2016,Automatic,22600,Petrol,160.0,43.5,1.6,8800
6282,3610,12015,ford, Grand C-MAX,2019,Manual,7570,Petrol,145.0,47.9,1.0,14450
6283,3611,13720,ford, Tourneo Custom,2019,Automatic,6020,Diesel,150.0,31.7,2.0,23995
6284,3612,13778,ford, Edge,2017,Manual,31295,Diesel,200.0,47.9,2.0,19000
6285,3613,14747,merc, X-CLASS,2018,Automatic,7968,Diesel,265.0,35.8,2.3,27950
6286,3614,16444,bmw, X7,2019,Automatic,11055,Diesel,145.0,33.6,3.0,62995
6287,3615,18202,merc, CLS Class,2019,Semi-Auto,926,Diesel,145.0,45.6,2.0,39998
6288,3616,18182,merc, V Class,2018,Manual,29000,Diesel,145.0,46.3,2.1,19000
6289,3617,13456,vw, Caddy Maxi Life,2019,Automatic,13891,Diesel,145.0,44.1,2.0,18250
6290,3618,18339,skoda, Scala,2019,Manual,3250,Petrol,145.0,49.6,1.0,14895
6291,3619,19433,ford, KA,2014,Manual,51534,Petrol,30.0,57.7,1.2,4689
6292,3620,19250,vw, Amarok,2018,Automatic,18906,Diesel,265.0,36.2,3.0,22990
6293,3621,12614,ford, Grand C-MAX,2016,Manual,16271,Diesel,30.0,64.2,1.5,10490
6294,3622,12915,bmw, X4,2019,Semi-Auto,10755,Diesel,145.0,42.8,2.0,35480
6295,3623,12230,audi, Q8,2019,Semi-Auto,2715,Diesel,145.0,33.6,3.0,51950
6296,3624,14880,skoda, Yeti,2014,Manual,39407,Diesel,150.0,55.4,2.0,8995
6297,3625,13585,merc, V Class,2018,Automatic,10044,Diesel,145.0,44.8,2.2,42510
6298,3626,18448,hyundi, I40,2015,Manual,13268,Diesel,30.0,65.7,0.0,11500
6299,3627,12742,toyota, Verso,2017,Manual,54761,Diesel,30.0,62.8,1.6,9698
6300,3628,16867,merc, CLS Class,2016,Semi-Auto,31684,Diesel,160.0,51.4,3.0,20449
6301,3629,16534,ford, Galaxy,2017,Semi-Auto,11348,Diesel,145.0,52.3,2.0,21500
6302,3630,13284,toyota, Camry,2019,Automatic,4189,Hybrid,135.0,52.3,2.5,27550
6303,3631,14532,audi, RS4,2019,Semi-Auto,9000,Petrol,150.0,29.1,2.9,55495
6304,3632,18177,merc, CLA Class,2015,Automatic,17500,Petrol,125.0,51.4,1.6,15400
6305,3633,17567,bmw, X4,2020,Semi-Auto,101,Diesel,145.0,42.8,2.0,41904
6306,3634,15385,skoda, Kamiq,2019,Manual,2011,Petrol,145.0,47.1,1.0,17220
6307,3635,15864,ford, Grand C-MAX,2013,Manual,37522,Diesel,125.0,60.1,1.6,6998
6308,3636,18006,merc, CLS Class,2019,Semi-Auto,12057,Diesel,145.0,48.7,2.9,35499
6309,3637,16365,merc, CLS Class,2015,Semi-Auto,35866,Diesel,160.0,49.6,3.0,19298
6310,3638,14396,bmw, X4,2017,Semi-Auto,35000,Diesel,150.0,54.3,2.0,22995
6311,3639,18826,merc, GLS Class,2019,Semi-Auto,7650,Diesel,150.0,37.2,3.0,46931
6312,3640,15652,audi, A8,2019,Automatic,6269,Diesel,145.0,38.7,3.0,45000
6313,3641,15954,vw, Arteon,2019,Semi-Auto,5000,Diesel,145.0,50.4,2.0,29995
6314,3642,13811,hyundi, Santa Fe,2020,Semi-Auto,2500,Diesel,145.0,39.2,2.2,36795
6315,3643,15396,merc, GLS Class,2018,Automatic,10405,Diesel,145.0,37.2,3.0,43990
6316,3644,13086,ford, KA,2015,Manual,26333,Petrol,30.0,57.7,1.2,5995
6317,3645,16811,bmw, Z4,2019,Semi-Auto,9950,Petrol,145.0,38.7,2.0,31990
6318,3646,12623,ford, Galaxy,2016,Manual,6906,Diesel,125.0,56.5,2.0,21499
6319,3647,16567,toyota, GT86,2017,Manual,36100,Petrol,145.0,36.2,2.0,16995
6320,3648,15636,skoda, Scala,2019,Automatic,2500,Petrol,145.0,45.6,1.5,16726
6321,3649,14118,merc, G Class,2018,Semi-Auto,19000,Petrol,145.0,21.4,4.0,135771
6322,3650,17481,audi, A8,2012,Automatic,75920,Diesel,235.0,44.1,3.0,11999
6323,3651,12951,ford, Mustang,2016,Semi-Auto,26104,Petrol,570.0,20.8,5.0,27999
6324,3652,18130,vw, Scirocco,2016,Manual,24910,Diesel,20.0,55.4,2.0,12995
6325,3653,14010,merc, CLS Class,2012,Automatic,48579,Diesel,200.0,46.3,3.0,13199
6326,3654,13650,vw, Arteon,2019,Semi-Auto,11000,Diesel,145.0,50.4,2.0,24995
6327,3655,14141,audi, A8,2019,Semi-Auto,10090,Petrol,145.0,37.7,3.0,39995
6328,3656,18116,skoda, Scala,2020,Semi-Auto,1000,Petrol,145.0,47.1,1.0,21450
6329,3657,12212,vauxhall, GTC,2017,Manual,34404,Petrol,145.0,36.2,2.0,14950
6330,3658,15019,hyundi, I800,2018,Manual,36815,Diesel,145.0,28.0,2.5,15998
6331,3659,15201,bmw, M5,2019,Semi-Auto,4800,Petrol,145.0,26.9,4.4,65000
6332,3660,16523,vw, Caravelle,2016,Manual,19981,Diesel,235.0,42.8,2.0,28999
6333,3661,16106,skoda, Yeti,2013,Manual,43416,Diesel,150.0,52.3,2.0,7495
6334,3662,15926,vw, Arteon,2018,Semi-Auto,26156,Petrol,145.0,47.1,2.0,21182
6335,3663,14035,hyundi, I800,2019,Manual,4266,Diesel,145.0,31.7,2.5,18985
6336,3664,13983,merc, GLS Class,2016,Automatic,28711,Diesel,305.0,37.2,3.0,33500
6337,3665,14322,bmw, M4,2017,Semi-Auto,9215,Petrol,300.0,34.0,3.0,35352
6338,3666,19384,merc, V Class,2018,Manual,23694,Diesel,145.0,46.3,2.1,20498
6339,3667,17249,ford, Grand Tourneo Connect,2016,Manual,21862,Diesel,30.0,64.2,1.5,13482
6340,3668,14121,vw, Arteon,2019,Automatic,99,Diesel,145.0,52.3,2.0,26491
6341,3669,12784,vauxhall, GTC,2018,Manual,9297,Petrol,145.0,36.2,2.0,18998
6342,3670,13546,hyundi, I800,2016,Manual,40000,Diesel,300.0,37.7,2.5,13495
6343,3671,17366,ford, Mustang,2018,Manual,5572,Petrol,145.0,20.8,5.0,37500
6344,3672,17150,hyundi, Santa Fe,2019,Semi-Auto,3200,Diesel,145.0,39.8,2.2,30995
6345,3673,16748,merc, GL Class,2014,Automatic,67833,Diesel,325.0,35.3,3.0,24498
6346,3674,14090,merc, GL Class,2016,Automatic,25285,Diesel,125.0,56.5,2.1,24495
6347,3675,16410,audi, Q8,2020,Semi-Auto,3000,Diesel,145.0,32.8,3.0,63000
6348,3676,18768,bmw, X4,2017,Automatic,34960,Diesel,150.0,54.3,2.0,23000
6349,3677,12659,vw, California,2019,Automatic,10288,Diesel,260.0,33.2,2.0,57991
6350,3678,17370,vw, Tiguan Allspace,2019,Semi-Auto,2678,Diesel,145.0,44.1,2.0,32950
6351,3679,15020,vw, Caravelle,2019,Automatic,4479,Diesel,145.0,33.6,2.0,46788
6352,3680,15167,skoda, Kamiq,2019,Semi-Auto,4574,Petrol,150.0,44.1,1.5,20995
6353,3681,17609,vw, Amarok,2017,Automatic,28347,Diesel,260.0,36.2,3.0,23990
6354,3682,15697,ford, Edge,2018,Manual,17478,Diesel,145.0,48.7,2.0,20995
6355,3683,12513,vw, Shuttle,2019,Manual,925,Diesel,145.0,37.7,2.0,23489
6356,3684,15216,vauxhall, Vivaro,2017,Manual,30156,Diesel,160.0,50.4,1.6,15498
6357,3685,14856,skoda, Yeti,2016,Semi-Auto,15740,Petrol,125.0,51.4,1.2,11491
6358,3686,16494,ford, Galaxy,2016,Manual,40885,Diesel,125.0,56.5,2.0,16620
6359,3687,18948,vw, Arteon,2019,Semi-Auto,10500,Petrol,145.0,40.4,1.5,21990
6360,3688,19424,ford, Tourneo Connect,2016,Automatic,6000,Diesel,125.0,56.6,1.5,14995
6361,3689,14853,vauxhall, Combo Life,2019,Manual,500,Diesel,145.0,53.3,1.5,16990
6362,3690,16656,ford, Galaxy,2016,Manual,28402,Diesel,125.0,56.5,2.0,17960
6363,3691,15559,vw, Shuttle,2018,Manual,21369,Diesel,150.0,47.1,2.0,19498
6364,3692,19298,audi, A8,2020,Semi-Auto,1354,Diesel,145.0,39.2,3.0,48490
6365,3693,13709,merc, V Class,2018,Manual,21059,Diesel,145.0,46.3,2.1,19750
6366,3694,12735,bmw, X4,2015,Manual,70601,Diesel,160.0,52.3,2.0,17399
6367,3695,12472,ford, KA,2019,Manual,6000,Petrol,145.0,47.9,1.2,9000
6368,3696,15096,vw, CC,2014,Semi-Auto,60987,Diesel,145.0,53.3,2.0,8790
6369,3697,18790,vauxhall, GTC,2016,Manual,14112,Petrol,165.0,47.1,1.4,10498
6370,3698,14295,ford, Grand C-MAX,2016,Manual,30665,Petrol,30.0,54.3,1.0,11160
6371,3699,17006,ford, Grand C-MAX,2018,Manual,2542,Petrol,145.0,47.1,1.0,16699
6372,3700,15616,toyota, Avensis,2014,Manual,65000,Diesel,30.0,62.8,2.0,7250
6373,3701,19592,hyundi, I800,2018,Automatic,33943,Diesel,145.0,28.0,2.5,16699
6374,3702,15274,ford, Edge,2016,Semi-Auto,18702,Diesel,160.0,48.7,2.0,21995
6375,3703,15195,skoda, Yeti,2015,Manual,22758,Petrol,125.0,51.4,1.2,9995
6376,3704,18015,hyundi, Santa Fe,2016,Semi-Auto,47077,Diesel,235.0,42.8,2.2,16495
6377,3705,12690,vauxhall, Combo Life,2019,Manual,3050,Diesel,145.0,50.4,1.5,16490
6378,3706,18566,hyundi, IX20,2017,Automatic,8314,Petrol,160.0,43.5,1.6,9998
6379,3707,17205,bmw, 7 Series,2019,Semi-Auto,4884,Diesel,145.0,41.5,3.0,52990
6380,3708,14419,toyota, Hilux,2018,Manual,12086,Diesel,260.0,40.4,2.4,23995
6381,3709,16305,ford, Edge,2018,Automatic,10237,Diesel,145.0,47.9,2.0,22027
6382,3710,18230,vauxhall, Combo Life,2019,Manual,11685,Diesel,145.0,53.3,1.5,13998
6383,3711,13125,skoda, Rapid,2013,Manual,56090,Diesel,30.0,64.2,1.6,5995
6384,3712,19511,ford, KA,2014,Manual,49195,Petrol,30.0,57.7,1.2,4490
6385,3713,16481,ford, Grand Tourneo Connect,2017,Manual,24712,Diesel,30.0,64.2,1.5,15999
6386,3714,13954,bmw, M2,2019,Automatic,5644,Petrol,145.0,29.1,3.0,42110
6387,3715,14657,merc, CLS Class,2016,Semi-Auto,25536,Diesel,160.0,51.4,3.0,22998
6388,3716,18482,bmw, X6,2016,Semi-Auto,40246,Diesel,200.0,44.8,3.0,30572
6389,3717,12971,hyundi, I800,2018,Manual,36759,Diesel,145.0,28.0,2.5,15498
6390,3718,14808,ford, Edge,2017,Manual,22457,Diesel,145.0,48.7,2.0,19500
6391,3719,12229,merc, V Class,2019,Automatic,3442,Diesel,150.0,39.8,2.1,25991
6392,3720,15646,ford, Grand C-MAX,2016,Manual,27169,Diesel,30.0,64.2,1.5,9999
6393,3721,17328,hyundi, I800,2018,Manual,33113,Diesel,145.0,31.7,2.5,16280
6394,3722,18441,bmw, 6 Series,2019,Semi-Auto,2500,Petrol,150.0,42.8,2.0,32000
6395,3723,16663,merc, V Class,2019,Automatic,3000,Diesel,145.0,37.2,2.0,53581
6396,3724,17944,ford, Tourneo Connect,2016,Automatic,43812,Diesel,125.0,56.6,1.5,12298
6397,3725,19385,ford, Puma,2020,Manual,2165,Petrol,145.0,50.4,1.0,20980
6398,3726,15236,ford, KA,2015,Manual,8335,Petrol,30.0,57.7,1.2,5995
6399,3727,13471,merc, V Class,2019,Automatic,79,Diesel,145.0,45.6,2.2,39410
6400,3728,16825,audi, A7,2019,Automatic,7656,Diesel,145.0,38.7,3.0,37995
6401,3729,13206,toyota, Prius,2009,Automatic,102415,Hybrid,0.0,70.6,1.8,6500
6402,3730,16545,ford, Puma,2020,Manual,1255,Petrol,145.0,50.4,1.0,21990
6403,3731,17806,merc, GLS Class,2018,Semi-Auto,4278,Diesel,145.0,37.2,3.0,48899
6404,3732,17575,hyundi, Santa Fe,2016,Semi-Auto,22404,Diesel,235.0,42.2,2.2,18295
6405,3733,16378,bmw, X6,2019,Semi-Auto,2519,Petrol,145.0,26.4,3.0,66750
6406,3734,17891,merc, S Class,2002,Automatic,24000,Petrol,570.0,21.1,5.0,6995
6407,3735,18328,audi, A7,2014,Automatic,57000,Diesel,200.0,48.7,3.0,16990
6408,3736,19121,hyundi, Santa Fe,2016,Manual,39979,Diesel,200.0,47.1,2.2,16470
6409,3737,15662,hyundi, IX20,2013,Automatic,50150,Petrol,200.0,43.6,1.6,6995
6410,3738,14070,vw, Amarok,2015,Automatic,39267,Diesel,260.0,35.3,2.0,17990
6411,3739,14254,vw, Arteon,2019,Semi-Auto,4736,Petrol,145.0,32.8,2.0,27990
6412,3740,18073,merc, S Class,2019,Automatic,1350,Diesel,145.0,48.7,3.0,60970
6413,3741,16430,vw, Scirocco,2016,Manual,38452,Diesel,20.0,67.3,2.0,13690
6414,3742,17669,vauxhall, Combo Life,2019,Manual,9004,Diesel,145.0,53.3,1.5,13798
6415,3743,13614,vw, CC,2013,Manual,43067,Diesel,125.0,58.9,2.0,9498
6416,3744,14937,ford, Edge,2017,Semi-Auto,22765,Diesel,200.0,47.9,2.0,21999
6417,3745,17519,bmw, Z4,2020,Semi-Auto,11,Petrol,145.0,38.7,2.0,29990
6418,3746,13580,ford, KA,2013,Manual,41109,Petrol,30.0,57.7,1.2,4499
6419,3747,19538,merc, CLS Class,2017,Automatic,72383,Diesel,160.0,51.4,3.0,20886
6420,3748,15715,bmw, X7,2019,Semi-Auto,5349,Diesel,145.0,33.6,3.0,72798
6421,3749,18419,bmw, M3,2018,Semi-Auto,10222,Petrol,145.0,34.0,3.0,42202
6422,3750,18502,hyundi, IX20,2017,Automatic,22691,Petrol,160.0,43.5,1.6,10350
6423,3751,17898,hyundi, IX20,2013,Manual,42320,Petrol,145.0,45.6,1.4,6000
6424,3752,18807,bmw, X6,2020,Semi-Auto,9612,Diesel,145.0,34.9,3.0,55500
6425,3753,14434,hyundi, IX20,2013,Manual,35954,Petrol,150.0,45.6,1.4,5498
6426,3754,17712,toyota, Prius,2017,Automatic,12983,Hybrid,135.0,94.1,1.8,20490
6427,3755,13059,vw, Caddy Maxi Life,2019,Semi-Auto,13349,Diesel,145.0,46.3,2.0,18999
6428,3756,18997,vw, Arteon,2019,Automatic,7273,Petrol,145.0,48.7,1.5,22499
6429,3757,12290,skoda, Rapid,2017,Manual,36348,Petrol,30.0,57.7,1.2,7995
6430,3758,17275,vauxhall, Combo Life,2019,Manual,9381,Diesel,145.0,53.3,1.5,13998
6431,3759,14417,toyota, Prius,2016,Automatic,37908,Hybrid,0.0,94.1,1.8,18490
6432,3760,14832,vw, Scirocco,2014,Manual,48501,Petrol,160.0,44.1,1.4,8690
6433,3761,13425,toyota, Verso,2016,Automatic,15030,Petrol,200.0,42.8,1.8,12970
6434,3762,17247,ford, Galaxy,2019,Manual,2725,Diesel,145.0,55.4,2.0,26360
6435,3763,18707,bmw, Z4,2020,Semi-Auto,2200,Petrol,145.0,38.7,2.0,32495
6436,3764,14241,skoda, Yeti,2016,Automatic,18452,Petrol,125.0,51.4,1.2,10494
6437,3765,12336,audi, A7,2013,Automatic,76597,Diesel,200.0,47.9,3.0,14699
6438,3766,13272,vw, CC,2015,Semi-Auto,60717,Diesel,125.0,58.9,2.0,10110
6439,3767,16905,bmw, 6 Series,2017,Automatic,28062,Diesel,145.0,48.7,3.0,24499
6440,3768,19400,ford, Tourneo Connect,2016,Manual,24939,Diesel,30.0,61.4,1.5,11298
6441,3769,12337,toyota, Verso,2011,Manual,47570,Petrol,200.0,41.5,1.6,6795
6442,3770,16133,vauxhall, Combo Life,2019,Manual,1001,Diesel,145.0,50.4,1.5,17445
6443,3771,12149,hyundi, IX20,2017,Automatic,4076,Petrol,145.0,43.5,1.6,11199
6444,3772,17445,merc, V Class,2018,Manual,18831,Diesel,145.0,46.3,2.1,20498
6445,3773,12065,ford, Tourneo Connect,2016,Automatic,36145,Diesel,125.0,56.6,1.5,13250
6446,3774,15517,ford, Galaxy,2017,Manual,27678,Diesel,125.0,56.5,2.0,18495
6447,3775,14863,vw, Arteon,2018,Automatic,7500,Diesel,145.0,50.4,2.0,24500
6448,3776,14347,ford, Galaxy,2018,Semi-Auto,34715,Diesel,145.0,52.3,2.0,18000
6449,3777,16211,vw, Beetle,2016,Automatic,15443,Petrol,125.0,53.3,1.2,12000
6450,3778,13441,vauxhall, GTC,2017,Manual,25798,Diesel,30.0,65.7,1.6,9395
6451,3779,15041,vw, Scirocco,2017,Manual,16491,Diesel,145.0,55.4,2.0,16491
6452,3780,12428,toyota, Hilux,2014,Manual,93334,Diesel,260.0,38.7,2.5,9694
6453,3781,15582,hyundi, Santa Fe,2020,Semi-Auto,5000,Diesel,145.0,39.2,2.2,36995
6454,3782,15101,bmw, Z4,2015,Semi-Auto,39887,Petrol,200.0,41.5,2.0,15980
6455,3783,16415,skoda, Kamiq,2020,Manual,986,Petrol,145.0,47.1,1.5,18991
6456,3784,17168,skoda, Yeti,2013,Manual,73000,Diesel,200.0,47.1,2.0,7999
6457,3785,13862,vauxhall, Combo Life,2019,Manual,10500,Petrol,145.0,42.2,1.2,14980
6458,3786,17949,hyundi, I800,2019,Manual,1200,Diesel,145.0,31.7,2.5,23995
6459,3787,14482,vw, Scirocco,2017,Manual,12367,Diesel,145.0,53.3,2.0,16998
6460,3788,14167,hyundi, I40,2017,Manual,30000,Diesel,150.0,67.3,1.7,10995
6461,3789,12303,vw, Arteon,2018,Semi-Auto,4350,Diesel,145.0,52.3,2.0,22785
6462,3790,18677,vw, Arteon,2020,Semi-Auto,2000,Diesel,145.0,53.3,2.0,30000
6463,3791,14941,vw, Scirocco,2014,Manual,39864,Diesel,20.0,55.4,2.0,11500
6464,3792,18320,ford, Puma,2019,Manual,2029,Petrol,145.0,50.4,1.0,22500
6465,3793,13565,ford, Edge,2018,Manual,15413,Diesel,145.0,47.9,2.0,22000
6466,3794,17581,ford, Grand C-MAX,2018,Manual,21643,Petrol,145.0,47.9,1.0,11995
6467,3795,13806,bmw, M4,2019,Automatic,19,Petrol,145.0,32.5,3.0,48989
6468,3796,13880,ford, KA,2015,Manual,49942,Petrol,30.0,57.7,1.2,4450
6469,3797,15974,skoda, Roomster,2015,Manual,36198,Petrol,150.0,49.6,1.2,6995
6470,3798,13893,toyota, Avensis,2017,Manual,36961,Petrol,145.0,47.1,1.8,11998
6471,3799,19419,hyundi, I800,2019,Automatic,4733,Diesel,145.0,31.7,2.5,20495
6472,3800,17656,ford, Grand C-MAX,2017,Manual,20292,Petrol,30.0,54.3,1.0,12250
6473,3801,15857,bmw, X7,2020,Semi-Auto,7500,Diesel,150.0,31.4,3.0,77995
6474,3802,12139,vauxhall, GTC,2014,Manual,52994,Diesel,125.0,60.1,2.0,6349
6475,3803,15281,merc, V Class,2019,Semi-Auto,650,Diesel,145.0,36.7,2.0,48890
6476,3804,13950,vw, Beetle,2014,Manual,55457,Diesel,30.0,65.7,1.6,7490
6477,3805,13757,merc, S Class,2018,Automatic,2001,Petrol,145.0,40.9,3.0,53000
6478,3806,15844,bmw, i3,2016,Automatic,19995,Hybrid,0.0,470.8,0.0,19850
6479,3807,16960,bmw, X4,2019,Semi-Auto,10395,Diesel,150.0,42.8,2.0,35480
6480,3808,19127,audi, A7,2020,Semi-Auto,2410,Diesel,145.0,38.7,3.0,45890
6481,3809,18961,vw, Scirocco,2016,Manual,23649,Diesel,20.0,55.4,2.0,15290
6482,3810,14920,hyundi, IX35,2015,Manual,7000,Petrol,160.0,44.1,1.6,9950
6483,3811,13151,ford, Tourneo Custom,2017,Manual,51252,Diesel,200.0,44.8,2.0,17998
6484,3812,16778,hyundi, I40,2015,Manual,58915,Diesel,30.0,65.7,1.7,8000
6485,3813,14464,vw, Beetle,2013,Manual,51780,Petrol,150.0,47.9,1.2,7750
6486,3814,18808,merc, M Class,2015,Automatic,46023,Diesel,205.0,39.2,2.1,21643
6487,3815,13242,bmw, X6,2016,Semi-Auto,24864,Diesel,205.0,47.1,3.0,29480
6488,3816,16817,merc, CLS Class,2016,Automatic,30422,Diesel,145.0,56.5,2.1,19999
6489,3817,16941,merc, CLS Class,2016,Automatic,46728,Diesel,125.0,57.7,2.1,18980
6490,3818,16835,ford, Grand C-MAX,2016,Manual,15777,Diesel,30.0,64.2,1.5,10100
6491,3819,13169,skoda, Rapid,2017,Manual,58971,Petrol,30.0,57.7,1.2,7991
6492,3820,15308,vw, Arteon,2019,Automatic,15,Diesel,145.0,50.4,2.0,27989
6493,3821,12470,bmw, 8 Series,2019,Semi-Auto,12,Diesel,150.0,39.8,3.0,57000
6494,3822,13782,vauxhall, Zafira Tourer,2017,Manual,12845,Petrol,205.0,42.2,1.4,10480
6495,3823,13489,bmw, 7 Series,2012,Automatic,134000,Diesel,250.0,41.5,3.0,8750
6496,3824,17250,vw, Beetle,2003,Manual,87000,Petrol,260.0,40.9,1.6,1300
6497,3825,12348,merc, X-CLASS,2018,Automatic,3161,Diesel,260.0,31.4,3.0,39000
6498,3826,15371,skoda, Yeti,2016,Semi-Auto,33800,Petrol,125.0,51.4,1.2,12995
6499,3827,18729,ford, Galaxy,2005,Manual,114000,Petrol,305.0,28.0,2.3,1995
6500,3828,17529,bmw, 8 Series,2020,Semi-Auto,3242,Petrol,150.0,33.6,3.0,56990
